Model,Accuracy,Precision,Recall,F1-score,AUC,Train Accuracy,Test Accuracy
Naive Bayes,0.7487019730010385,0.42813455657492355,0.717948717948718,0.5363984674329502,0.8092965411324787,0.7393746946751344,0.7487019730010385
